label,book1,author1,book2,author2,id
1,materialized views in oracle,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",materialized views in oracle,"randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. norcott , harry sun , andrew witkowski , mohamed ziauddin",1830_771
0,a fast index for semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",query rewriting for semistructured data,"yannis papakonstantinou , vasilis vassalos",291_62
0,research in database engineering at the university of namur,jean-luc hainaut,database research at the university of oklahoma,"le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",667_93
0,data stream query processing : a tutorial,"divesh srivastava , nick koudas",online query processing : a tutorial,"peter j. haas , joseph m. hellerstein",2384_365
1,a hypertext query language for images,li yang,a hypertext query language for images,li yang,312_1699
0,qursed : querying and reporting semistructured data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",modelling and querying video data,"rune hjelsvold , roger midtstraum",1278_2181
0,effective timestamping in databases,"christian s. jensen , kristian torp , richard t. snodgrass",binding propagation in disjunctive databases,sergio greco,198_778
0,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",1043_328
0,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",742_1862
0,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",coloring away communication in parallel query optimization,"waqar hasan , rajeev motwani",933_1442
1,database techniques for the world-wide web : a survey,"daniela florescu , alberto o. mendelzon , alon y. levy",database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",1596_230
0,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodriguez-martinez , nick roussopoulos",the mariposa distributed database management system,jeff sidell,1251_1898
0,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),"stefan deßloch , joachim thomas , nelson mendonça mattos",the design and implementation of a sequence database system,"praveen seshadri , miron livny , raghu ramakrishnan",1599_1052
0,bulk-loading techniques for object databases and an application to relational data,"claude delobel , sophie cluet , sihem amer-yahia",optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",397_1035
0,timber : a native system for querying xml,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa",psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",1849_2266
0,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta","high-performance and scalability through application tier,in-memory data management",0,361_884
0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",the ccube constraint object-oriented database system,"alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo",2131_4
0,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"jörg sander , jianjun zhou",data bubbles : quality preserving performance boosting for hierarchical clustering,"markus m. breunig , hans-peter kriegel , peer kr &#246; ger , j &#246; rg sander",33_289
0,on-line warehouse view maintenance,"jennifer widom , dallan quass",algorithms for deferred view maintenance,"latha s. colby , timothy griffin , leonid libkin , inderpal singh mumick , howard trickey",1142_1995
0,efficient and effective metasearch for text databases incorporating linkages among documents,"weiyi meng , clement t. yu , king-lup liu , wensheng wu",efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",1855_445
0,optimization of constrained frequent set queries with 2-variable constraints,"laks v. s. lakshmanan , alex pang , raymond t. ng , jiawei han",efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",1874_2171
0,an introduction to spatial database systems,ralf hartmut güting,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",1753_304
0,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",roadrunner : automatic data extraction from data-intensive web sites,"valter crescenzi , giansalvatore mecca , paolo merialdo",1704_709
0,tavant system architecture for sell-side channel management,"subbu n. subramanian , srinivasa narayanan",lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",573_1758
1,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",3d geographic network displays,"kenneth c. cox , stephen g. eick , taosong he",759_1897
0,exploratory mining and pruning optimizations of constrained association rules,"alex pang , jiawei han , raymond t. ng , laks v. s. lakshmanan",mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",2051_1108
0,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , yannis kotidis , s. muthukrishnan , martin strauss",903_1282
0,join synopses for approximate query answering,"swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy",icicles : self-tuning samples for approximate query answering,"venkatesh ganti , mong-li lee , raghu ramakrishnan",895_1390
1,minimization of tree pattern queries,"sihem amer-yahia , divesh srivastava , laks v. s. lakshmanan , sungran cho",minimization of tree pattern queries,"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava",1468_256
0,call for book reviews,karl aberer,book review column,karl aberer,1369_2125
0,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"timos k. sellis , aris tsois",sql query optimization : reordering for a general class of queries,"piyush goel , bala iyer",596_1954
0,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim",a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",158_1313
0,databases for networks,h. v. jagadish,database principles,leonid libkin,1989_2064
0,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",applying update streams in a soft real-time database system,"b. adelberg , h. garcia-molina , b. kao",1496_1513
1,a flexible and recoverable client/server database event notification system,"chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel",a flexible and recoverable client/server database event notification system,"eric n. hanson , i.-cheng chen , roxana dastur , kurt engel , vijay ramaswamy , wendy tan , chun xu",1878_1252
0,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",1133_1912
0,icicles : self-tuning samples for approximate query answering,"venkatesh ganti , raghu ramakrishnan , mong-li lee",dynamic sample selection for approximate query processing,"brian babcock , surajit chaudhuri , gautam das",2581_2063
0,the implementation and performance of compressed databases,"till westmann , sven helmer , guido moerkotte , donald kossmann","design , implementation , and performance of the lham log-structured history data access method","peter muth , patrick e. o'neil , achim pick , gerhard weikum",1644_969
0,local dimensionality reduction : a new approach to indexing high dimensional spaces,"kaushik chakrabarti , sharad mehrotra",a cost model for query processing in high dimensional data spaces,christian b &#246; hm,1572_510
